batchId,productId,productionDate,machineId,operatorId,producedQty,shift,reportId,serialNo,failureDate,location,failureMode,severity,reportedBy,testId,testDate,testName,measurementValue,unit,thresholdMin,thresholdMax,status,orderId,date,channel,qty,unitPrice,totalPrice
,P1044,,,,,,,,,,,,,,,,,,,,,O501606,2023-04-29,dealer,20,3704.99,74099.8
,P1022,,,,,,,,,,,,,,,,,,,,,O501608,2023-07-05,dealer,10,3093.12,30931.2
,P1007,,,,,,,,,,,,,,,,,,,,,O501609,2025-09-26,dealer,11,3963.11,43594.21
,P1052,,,,,,,,,,,,,,,,,,,,,O501610,2025-03-09,dealer,37,1621.83,60007.71
,P1046,,,,,,,,,,,,,,,,,,,,,O501611,2025-08-29,online,7,4123.11,28861.77
,P1052,,,,,,,,,,,,,,,,,,,,,O501612,2023-10-11,dealer,23,1455.06,33466.38
,P1041,,,,,,,,,,,,,,,,,,,,,O501613,2024-04-07,online,17,3896.45,66239.65
,P1025,,,,,,,,,,,,,,,,,,,,,O501614,2024-07-24,online,1,1444.72,1444.72
,P1056,,,,,,,,,,,,,,,,,,,,,O501615,2024-12-16,online,18,2087.78,37580.04
,P1006,,,,,,,,,,,,,,,,,,,,,O501617,2023-06-24,online,11,4467.21,49139.31
,P1022,,,,,,,,,,,,,,,,,,,,,O501618,2024-06-05,dealer,25,3231.96,80799.0
,P1022,,,,,,,,,,,,,,,,,,,,,O501619,2024-06-18,dealer,3,3255.46,9766.38
,P1038,,,,,,,,,,,,,,,,,,,,,O501620,2024-03-22,dealer,11,3007.1,33078.1
,P1007,,,,,,,,,,,,,,,,,,,,,O501621,2023-02-07,dealer,14,4059.58,56834.12
,P1021,,,,,,,,,,,,,,,,,,,,,O501622,2025-09-01,dealer,9,1923.99,17315.91
,P1036,,,,,,,,,,,,,,,,,,,,,O501623,2025-01-29,dealer,17,1110.19,18873.23
,P1002,,,,,,,,,,,,,,,,,,,,,O501624,2025-04-15,online,15,4000.94,60014.1
,P1030,,,,,,,,,,,,,,,,,,,,,O501625,2023-02-26,online,21,3832.23,80476.83
,P1056,,,,,,,,,,,,,,,,,,,,,O501626,2025-09-12,dealer,8,2083.87,16670.96
,P1057,,,,,,,,,,,,,,,,,,,,,O501627,2023-04-13,dealer,28,1427.52,39970.56
,P1048,,,,,,,,,,,,,,,,,,,,,O501628,2023-05-03,online,24,1558.57,37405.68
,P1027,,,,,,,,,,,,,,,,,,,,,O501629,2024-08-24,online,5,3960.59,19802.95
,P1026,,,,,,,,,,,,,,,,,,,,,O501630,2023-09-04,online,7,4971.84,34802.88
,P1039,,,,,,,,,,,,,,,,,,,,,O501632,2024-04-12,online,40,1081.25,43250.0
,P1005,,,,,,,,,,,,,,,,,,,,,O501633,2025-02-19,dealer,33,2422.46,79941.18
,P1055,,,,,,,,,,,,,,,,,,,,,O501634,2023-03-21,dealer,25,2854.87,71371.75
,P1017,,,,,,,,,,,,,,,,,,,,,O501635,2024-01-02,online,20,2331.17,46623.4
,P1032,,,,,,,,,,,,,,,,,,,,,O501636,2024-09-03,online,1,1058.35,1058.35
,P1025,,,,,,,,,,,,,,,,,,,,,O501637,2025-02-06,dealer,27,1402.04,37855.08
,P1022,,,,,,,,,,,,,,,,,,,,,O501638,2025-10-03,dealer,26,3362.39,87422.14
,P1045,,,,,,,,,,,,,,,,,,,,,O501639,2025-05-07,online,20,2863.72,57274.4
,P1015,,,,,,,,,,,,,,,,,,,,,O501640,2023-04-01,online,14,4622.46,64714.44
,P1016,,,,,,,,,,,,,,,,,,,,,O501643,2024-09-01,wholesale,53,1191.58,63153.74
,P1056,,,,,,,,,,,,,,,,,,,,,O501644,2024-01-01,online,21,2164.17,45447.57
,P1004,,,,,,,,,,,,,,,,,,,,,O501645,2024-06-13,wholesale,55,517.63,28469.65
,P1058,,,,,,,,,,,,,,,,,,,,,O501646,2023-04-27,dealer,12,4382.69,52592.28
,P1053,,,,,,,,,,,,,,,,,,,,,O501647,2024-10-05,dealer,28,2333.46,65336.88
,P1041,,,,,,,,,,,,,,,,,,,,,O501648,2023-10-11,online,18,3729.88,67137.84
,P1023,,,,,,,,,,,,,,,,,,,,,O501649,2023-04-21,online,18,2684.5,48321.0
,P1012,,,,,,,,,,,,,,,,,,,,,O501650,2024-04-28,wholesale,34,1313.49,44658.66
,P1002,,,,,,,,,,,,,,,,,,,,,O501652,2023-09-21,wholesale,19,4360.73,82853.87
,P1050,,,,,,,,,,,,,,,,,,,,,O501653,2023-06-13,online,21,1890.21,39694.41
,P1020,,,,,,,,,,,,,,,,,,,,,O501654,2024-02-08,wholesale,45,2046.75,92103.75
,P1024,,,,,,,,,,,,,,,,,,,,,O501655,2023-08-06,dealer,24,2110.51,50652.24
,P1043,,,,,,,,,,,,,,,,,,,,,O501656,2023-12-14,online,14,1685.88,23602.32
,P1030,,,,,,,,,,,,,,,,,,,,,O501657,2023-02-20,dealer,24,3884.73,93233.52
,P1048,,,,,,,,,,,,,,,,,,,,,O501658,2025-07-15,wholesale,49,1604.55,78622.95
,P1026,,,,,,,,,,,,,,,,,,,,,O501659,2025-01-29,dealer,23,4571.39,105141.97
,P1058,,,,,,,,,,,,,,,,,,,,,O501660,2025-10-30,online,25,4914.46,122861.5
,P1027,,,,,,,,,,,,,,,,,,,,,O501661,2023-08-24,dealer,32,3832.47,122639.04
,P1014,,,,,,,,,,,,,,,,,,,,,O501662,2023-06-09,dealer,20,2364.54,47290.8
,P1028,,,,,,,,,,,,,,,,,,,,,O501664,2023-08-10,online,8,803.36,6426.88
,P1023,,,,,,,,,,,,,,,,,,,,,O501666,2023-08-08,online,35,2627.64,91967.4
,P1037,,,,,,,,,,,,,,,,,,,,,O501667,2024-02-18,dealer,29,2270.24,65836.96
,P1040,,,,,,,,,,,,,,,,,,,,,O501668,2023-04-23,dealer,21,1138.57,23909.97
,P1056,,,,,,,,,,,,,,,,,,,,,O501669,2025-05-27,wholesale,47,2064.65,97038.55
,P1018,,,,,,,,,,,,,,,,,,,,,O501670,2025-04-20,online,9,1122.29,10100.61
,P1007,,,,,,,,,,,,,,,,,,,,,O501671,2025-06-29,dealer,21,4193.12,88055.52
,P1055,,,,,,,,,,,,,,,,,,,,,O501672,2023-10-26,wholesale,75,2980.8,223560.0
,P1006,,,,,,,,,,,,,,,,,,,,,O501674,2025-05-03,online,1,4412.88,4412.88
,P1016,,,,,,,,,,,,,,,,,,,,,O501676,2023-08-31,dealer,11,1317.92,14497.12
,P1037,,,,,,,,,,,,,,,,,,,,,O501677,2024-03-23,dealer,10,2216.02,22160.2
,P1044,,,,,,,,,,,,,,,,,,,,,O501678,2023-02-25,wholesale,56,3073.01,172088.56
,P1006,,,,,,,,,,,,,,,,,,,,,O501679,2024-10-03,dealer,25,4627.68,115692.0
,P1001,,,,,,,,,,,,,,,,,,,,,O501680,2023-06-14,dealer,39,4546.84,177326.76
,P1004,,,,,,,,,,,,,,,,,,,,,O501682,2023-11-02,dealer,25,479.42,11985.5
,P1056,,,,,,,,,,,,,,,,,,,,,O501685,2023-08-12,dealer,23,2404.85,55311.55
,P1007,,,,,,,,,,,,,,,,,,,,,O501687,2023-06-19,dealer,17,4022.52,68382.84
,P1059,,,,,,,,,,,,,,,,,,,,,O501688,2024-11-07,online,24,3811.22,91469.28
,P1033,,,,,,,,,,,,,,,,,,,,,O501689,2023-12-20,dealer,25,2371.58,59289.5
,P1054,,,,,,,,,,,,,,,,,,,,,O501690,2024-05-11,wholesale,59,2971.02,175290.18
,P1047,,,,,,,,,,,,,,,,,,,,,O501691,2024-12-18,online,23,2900.48,66711.04
,P1046,,,,,,,,,,,,,,,,,,,,,O501692,2023-10-28,dealer,13,3559.11,46268.43
,P1037,,,,,,,,,,,,,,,,,,,,,O501693,2023-01-15,wholesale,39,2558.62,99786.18
,P1059,,,,,,,,,,,,,,,,,,,,,O501694,2024-03-08,dealer,19,3408.97,64770.43
,P1041,,,,,,,,,,,,,,,,,,,,,O501695,2025-04-19,online,28,3704.54,103727.12
,P1012,,,,,,,,,,,,,,,,,,,,,O501696,2023-10-20,dealer,1,1352.18,1352.18
,P1055,,,,,,,,,,,,,,,,,,,,,O501697,2024-12-04,wholesale,33,2862.07,94448.31
,P1013,,,,,,,,,,,,,,,,,,,,,O501698,2025-07-02,wholesale,43,1832.59,78801.37
,P1013,,,,,,,,,,,,,,,,,,,,,O501699,2024-02-28,dealer,26,1689.33,43922.58
,P1052,,,,,,,,,,,,,,,,,,,,,O501700,2025-10-28,wholesale,40,1616.2,64648.0
,P1016,,,,,,,,,,,,,,,,,,,,,O501701,2023-07-11,dealer,16,1383.8,22140.8
,P1013,,,,,,,,,,,,,,,,,,,,,O501703,2024-08-03,dealer,10,1974.41,19744.1
,P1005,,,,,,,,,,,,,,,,,,,,,O501704,2023-05-01,dealer,9,2443.74,21993.66
,P1014,,,,,,,,,,,,,,,,,,,,,O501705,2023-06-02,online,37,2119.39,78417.43
,P1059,,,,,,,,,,,,,,,,,,,,,O501706,2023-04-22,wholesale,49,3342.54,163784.46
,P1029,,,,,,,,,,,,,,,,,,,,,O501707,2023-10-08,dealer,16,5481.74,87707.84
,P1026,,,,,,,,,,,,,,,,,,,,,O501708,2024-09-22,online,14,4880.0,68320.0
,P1058,,,,,,,,,,,,,,,,,,,,,O501710,2024-04-10,online,1,4343.12,4343.12
,P1057,,,,,,,,,,,,,,,,,,,,,O501711,2023-12-08,dealer,32,1251.04,40033.28
,P1029,,,,,,,,,,,,,,,,,,,,,O501712,2024-03-20,dealer,29,5158.86,149606.94
,P1054,,,,,,,,,,,,,,,,,,,,,O501713,2023-07-07,dealer,14,3090.19,43262.66
,P1015,,,,,,,,,,,,,,,,,,,,,O501714,2023-08-06,dealer,34,4156.71,141328.14
,P1043,,,,,,,,,,,,,,,,,,,,,O501715,2025-02-06,dealer,27,1694.83,45760.41
,P1011,,,,,,,,,,,,,,,,,,,,,O501716,2024-06-28,dealer,33,1645.16,54290.28
,P1059,,,,,,,,,,,,,,,,,,,,,O501717,2025-04-08,dealer,20,3255.91,65118.2
,P1016,,,,,,,,,,,,,,,,,,,,,O501718,2024-08-17,online,5,1316.94,6584.7
,P1039,,,,,,,,,,,,,,,,,,,,,O501719,2023-08-12,online,21,994.17,20877.57
,P1054,,,,,,,,,,,,,,,,,,,,,O501720,2024-06-28,dealer,23,2813.27,64705.21
,P1054,,,,,,,,,,,,,,,,,,,,,O501721,2025-04-30,wholesale,71,3185.01,226135.71
,P1054,,,,,,,,,,,,,,,,,,,,,O501722,2025-01-29,dealer,28,2863.06,80165.68
,P1014,,,,,,,,,,,,,,,,,,,,,O501723,2025-01-12,dealer,13,2384.79,31002.27
,P1010,,,,,,,,,,,,,,,,,,,,,O501725,2023-10-29,dealer,29,1724.29,50004.41
,P1041,,,,,,,,,,,,,,,,,,,,,O501726,2024-10-26,dealer,27,4047.93,109294.11
,P1050,,,,,,,,,,,,,,,,,,,,,O501727,2023-12-14,dealer,33,1647.11,54354.63
,P1013,,,,,,,,,,,,,,,,,,,,,O501728,2023-12-10,online,13,1695.67,22043.71
,P1055,,,,,,,,,,,,,,,,,,,,,O501729,2024-08-26,online,9,3192.22,28729.98
,P1052,,,,,,,,,,,,,,,,,,,,,O501730,2024-10-10,dealer,34,1505.37,51182.58
,P1016,,,,,,,,,,,,,,,,,,,,,O501731,2025-02-06,wholesale,26,1158.73,30126.98
,P1053,,,,,,,,,,,,,,,,,,,,,O501733,2025-07-24,online,1,2531.9,2531.9
,P1024,,,,,,,,,,,,,,,,,,,,,O501734,2025-03-23,dealer,15,2075.7,31135.5
,P1050,,,,,,,,,,,,,,,,,,,,,O501735,2023-02-20,dealer,17,1691.65,28758.05
,P1044,,,,,,,,,,,,,,,,,,,,,O501736,2024-09-18,wholesale,65,3057.26,198721.9
,P1002,,,,,,,,,,,,,,,,,,,,,O501738,2023-04-15,online,18,4495.52,80919.36
,P1045,,,,,,,,,,,,,,,,,,,,,O501739,2023-10-12,dealer,20,2837.02,56740.4
,P1058,,,,,,,,,,,,,,,,,,,,,O501740,2024-09-03,online,33,4738.02,156354.66
,P1008,,,,,,,,,,,,,,,,,,,,,O501741,2025-04-08,dealer,27,3911.08,105599.16
,P1042,,,,,,,,,,,,,,,,,,,,,O501742,2024-12-29,online,18,2258.9,40660.2
,P1002,,,,,,,,,,,,,,,,,,,,,O501744,2025-03-31,dealer,17,4088.26,69500.42
,P1049,,,,,,,,,,,,,,,,,,,,,O501746,2024-06-05,dealer,37,1621.07,59979.59
,P1046,,,,,,,,,,,,,,,,,,,,,O501747,2025-02-18,online,19,3500.42,66507.98
,P1050,,,,,,,,,,,,,,,,,,,,,O501749,2023-04-02,wholesale,88,1626.45,143127.6
,P1018,,,,,,,,,,,,,,,,,,,,,O501750,2023-07-03,wholesale,77,1184.86,91234.22
,P1023,,,,,,,,,,,,,,,,,,,,,O501751,2024-06-10,dealer,23,2707.05,62262.15
,P1011,,,,,,,,,,,,,,,,,,,,,O501752,2025-03-31,dealer,12,1639.86,19678.32
,P1052,,,,,,,,,,,,,,,,,,,,,O501753,2023-11-07,dealer,7,1663.67,11645.69
,P1055,,,,,,,,,,,,,,,,,,,,,O501754,2024-06-09,online,51,3131.01,159681.51
,P1038,,,,,,,,,,,,,,,,,,,,,O501755,2023-04-04,online,27,3077.37,83088.99
,P1021,,,,,,,,,,,,,,,,,,,,,O501757,2023-08-13,dealer,30,1940.71,58221.3
,P1004,,,,,,,,,,,,,,,,,,,,,O501758,2025-06-27,wholesale,51,540.12,27546.12
,P1035,,,,,,,,,,,,,,,,,,,,,O501759,2023-11-21,dealer,20,1341.11,26822.2
,P1005,,,,,,,,,,,,,,,,,,,,,O501760,2023-02-20,online,28,2251.14,63031.92
,P1018,,,,,,,,,,,,,,,,,,,,,O501761,2025-09-17,online,20,1312.25,26245.0
,P1054,,,,,,,,,,,,,,,,,,,,,O501762,2025-10-28,wholesale,25,3136.45,78411.25
,P1006,,,,,,,,,,,,,,,,,,,,,O501763,2025-07-01,online,20,4409.72,88194.4
,P1027,,,,,,,,,,,,,,,,,,,,,O501764,2024-04-24,wholesale,79,3656.01,288824.79
,P1025,,,,,,,,,,,,,,,,,,,,,O501765,2025-11-12,dealer,5,1327.3,6636.5
,P1012,,,,,,,,,,,,,,,,,,,,,O501766,2023-07-24,wholesale,52,1282.44,66686.88
,P1014,,,,,,,,,,,,,,,,,,,,,O501768,2023-08-22,dealer,17,2505.39,42591.63
,P1056,,,,,,,,,,,,,,,,,,,,,O501769,2025-06-11,dealer,16,2347.2,37555.2
,P1011,,,,,,,,,,,,,,,,,,,,,O501770,2024-11-12,dealer,22,1775.42,39059.24
,P1031,,,,,,,,,,,,,,,,,,,,,O501772,2023-01-14,dealer,21,5157.98,108317.58
,P1050,,,,,,,,,,,,,,,,,,,,,O501773,2023-09-09,wholesale,51,1713.14,87370.14
,P1026,,,,,,,,,,,,,,,,,,,,,O501774,2023-11-20,dealer,11,5224.13,57465.43
,P1038,,,,,,,,,,,,,,,,,,,,,O501775,2023-05-26,dealer,6,2985.32,17911.92
,P1057,,,,,,,,,,,,,,,,,,,,,O501776,2025-10-26,online,36,1428.21,51415.56
,P1039,,,,,,,,,,,,,,,,,,,,,O501777,2025-05-18,online,27,950.05,25651.35
,P1058,,,,,,,,,,,,,,,,,,,,,O501778,2024-12-29,dealer,14,4692.55,65695.7
,P1051,,,,,,,,,,,,,,,,,,,,,O501780,2024-09-07,wholesale,55,1926.97,105983.35
,P1053,,,,,,,,,,,,,,,,,,,,,O501781,2023-07-11,dealer,14,2572.71,36017.94
,P1001,,,,,,,,,,,,,,,,,,,,,O501784,2025-04-22,online,14,4727.7,66187.8
,P1052,,,,,,,,,,,,,,,,,,,,,O501787,2025-05-18,dealer,20,1386.36,27727.2
,P1037,,,,,,,,,,,,,,,,,,,,,O501788,2025-09-12,dealer,11,2112.0,23232.0
,P1003,,,,,,,,,,,,,,,,,,,,,O501789,2023-07-26,dealer,17,2382.52,40502.84
,P1011,,,,,,,,,,,,,,,,,,,,,O501790,2025-09-12,dealer,18,1675.52,30159.36
,P1031,,,,,,,,,,,,,,,,,,,,,O501791,2025-11-05,dealer,19,5367.04,101973.76
,P1030,,,,,,,,,,,,,,,,,,,,,O501793,2024-08-16,wholesale,53,4002.0,212106.0
,P1023,,,,,,,,,,,,,,,,,,,,,O501794,2023-11-06,online,18,2908.23,52348.14
,P1057,,,,,,,,,,,,,,,,,,,,,O501795,2024-02-07,online,10,1312.99,13129.9
,P1003,,,,,,,,,,,,,,,,,,,,,O501798,2023-09-25,online,1,2556.84,2556.84
,P1051,,,,,,,,,,,,,,,,,,,,,O501799,2025-09-10,dealer,7,1816.56,12715.92
,P1041,,,,,,,,,,,,,,,,,,,,,O501800,2024-10-21,online,16,3481.89,55710.24
,P1053,,,,,,,,,,,,,,,,,,,,,O501801,2025-06-06,dealer,32,2450.76,78424.32
,P1040,,,,,,,,,,,,,,,,,,,,,O501802,2025-04-19,dealer,26,1132.74,29451.24
,P1032,,,,,,,,,,,,,,,,,,,,,O501804,2024-06-21,online,16,894.17,14306.72
,P1036,,,,,,,,,,,,,,,,,,,,,O501805,2025-09-29,online,30,1177.96,35338.8
,P1034,,,,,,,,,,,,,,,,,,,,,O501807,2024-05-02,dealer,1,5164.67,5164.67
,P1047,,,,,,,,,,,,,,,,,,,,,O501808,2023-05-01,dealer,29,2921.12,84712.48
,P1043,,,,,,,,,,,,,,,,,,,,,O501809,2023-11-14,wholesale,53,1773.34,93987.02
,P1015,,,,,,,,,,,,,,,,,,,,,O501811,2024-11-11,online,35,4779.4,167279.0
,P1003,,,,,,,,,,,,,,,,,,,,,O501813,2023-04-24,wholesale,55,2528.56,139070.8
,P1000,,,,,,,,,,,,,,,,,,,,,O501814,2023-11-03,wholesale,68,618.79,42077.72
,P1002,,,,,,,,,,,,,,,,,,,,,O501815,2025-02-15,online,12,4052.41,48628.92
,P1022,,,,,,,,,,,,,,,,,,,,,O501816,2025-03-02,wholesale,22,3446.25,75817.5
,P1016,,,,,,,,,,,,,,,,,,,,,O501817,2023-10-17,wholesale,72,1265.42,91110.24
,P1058,,,,,,,,,,,,,,,,,,,,,O501819,2025-02-05,dealer,6,5171.33,31027.98
,P1050,,,,,,,,,,,,,,,,,,,,,O501820,2024-09-03,wholesale,65,1574.16,102320.4
,P1008,,,,,,,,,,,,,,,,,,,,,O501821,2023-10-09,online,11,3574.49,39319.39
,P1033,,,,,,,,,,,,,,,,,,,,,O501822,2023-01-13,wholesale,50,2092.88,104644.0
,P1034,,,,,,,,,,,,,,,,,,,,,O501824,2025-05-25,dealer,19,4739.89,90057.91
,P1045,,,,,,,,,,,,,,,,,,,,,O501827,2025-04-09,dealer,30,2777.23,83316.9
,P1039,,,,,,,,,,,,,,,,,,,,,O501829,2023-07-26,online,11,961.73,10579.03
,P1047,,,,,,,,,,,,,,,,,,,,,O501830,2024-10-11,dealer,16,2518.95,40303.2
,P1045,,,,,,,,,,,,,,,,,,,,,O501831,2023-03-17,dealer,26,3042.67,79109.42
,P1035,,,,,,,,,,,,,,,,,,,,,O501832,2024-05-27,dealer,28,1353.38,37894.64
,P1002,,,,,,,,,,,,,,,,,,,,,O501833,2023-11-01,dealer,12,4502.21,54026.52
,P1029,,,,,,,,,,,,,,,,,,,,,O501834,2024-12-26,dealer,35,5146.25,180118.75
,P1056,,,,,,,,,,,,,,,,,,,,,O501835,2023-02-27,dealer,24,2127.18,51052.32
,P1023,,,,,,,,,,,,,,,,,,,,,O501836,2023-03-16,dealer,13,2676.31,34792.03
,P1049,,,,,,,,,,,,,,,,,,,,,O501837,2025-09-11,dealer,14,1416.24,19827.36
,P1029,,,,,,,,,,,,,,,,,,,,,O501838,2024-03-26,dealer,13,5006.77,65088.01
,P1021,,,,,,,,,,,,,,,,,,,,,O501839,2025-04-25,wholesale,42,2085.89,87607.38
,P1031,,,,,,,,,,,,,,,,,,,,,O501840,2023-06-25,dealer,9,4568.02,41112.18
,P1030,,,,,,,,,,,,,,,,,,,,,O501842,2025-09-23,online,15,3457.71,51865.65
,P1045,,,,,,,,,,,,,,,,,,,,,O501843,2024-04-24,dealer,11,2895.41,31849.51
,P1019,,,,,,,,,,,,,,,,,,,,,O501844,2025-07-11,online,24,3945.32,94687.68
,P1025,,,,,,,,,,,,,,,,,,,,,O501845,2024-12-03,dealer,29,1310.13,37993.77
,P1057,,,,,,,,,,,,,,,,,,,,,O501846,2025-06-27,online,31,1265.65,39235.15
,P1038,,,,,,,,,,,,,,,,,,,,,O501847,2025-07-24,wholesale,51,2879.21,146839.71
,P1023,,,,,,,,,,,,,,,,,,,,,O501848,2024-12-06,online,23,2509.22,57712.06
,P1015,,,,,,,,,,,,,,,,,,,,,O501849,2024-07-08,online,11,4789.69,52686.59
,P1028,,,,,,,,,,,,,,,,,,,,,O501850,2024-05-21,dealer,18,864.68,15564.24
,P1057,,,,,,,,,,,,,,,,,,,,,O501852,2024-10-25,online,20,1480.9,29618.0
,P1056,,,,,,,,,,,,,,,,,,,,,O501853,2024-11-30,dealer,17,2433.75,41373.75
,P1037,,,,,,,,,,,,,,,,,,,,,O501854,2023-10-08,wholesale,51,2396.98,122245.98
,P1012,,,,,,,,,,,,,,,,,,,,,O501855,2023-05-22,dealer,15,1216.99,18254.85
,P1018,,,,,,,,,,,,,,,,,,,,,O501857,2023-12-15,dealer,13,1258.15,16355.95
,P1051,,,,,,,,,,,,,,,,,,,,,O501859,2024-01-26,dealer,24,1872.17,44932.08
,P1021,,,,,,,,,,,,,,,,,,,,,O501861,2025-06-02,online,18,1939.25,34906.5
,P1054,,,,,,,,,,,,,,,,,,,,,O501862,2023-04-01,dealer,23,3268.94,75185.62
,P1038,,,,,,,,,,,,,,,,,,,,,O501863,2025-08-17,dealer,12,2891.54,34698.48
,P1041,,,,,,,,,,,,,,,,,,,,,O501864,2024-05-11,wholesale,34,4077.32,138628.88
,P1041,,,,,,,,,,,,,,,,,,,,,O501865,2023-08-09,online,51,4037.59,205917.09
,P1054,,,,,,,,,,,,,,,,,,,,,O501866,2023-11-24,online,26,2807.95,73006.7
,P1042,,,,,,,,,,,,,,,,,,,,,O501867,2023-03-15,dealer,24,2201.89,52845.36
,P1005,,,,,,,,,,,,,,,,,,,,,O501868,2025-07-27,wholesale,41,2307.05,94589.05
,P1041,,,,,,,,,,,,,,,,,,,,,O501869,2025-05-30,dealer,15,4190.52,62857.8
,P1006,,,,,,,,,,,,,,,,,,,,,O501870,2024-10-11,wholesale,67,4797.32,321420.44
,P1017,,,,,,,,,,,,,,,,,,,,,O501871,2024-01-24,dealer,29,2166.33,62823.57
,P1030,,,,,,,,,,,,,,,,,,,,,O501873,2025-09-19,online,2,3850.79,7701.58
,P1038,,,,,,,,,,,,,,,,,,,,,O501874,2024-04-26,dealer,1,3031.73,3031.73
,P1010,,,,,,,,,,,,,,,,,,,,,O501875,2025-09-02,online,20,1805.99,36119.8
,P1049,,,,,,,,,,,,,,,,,,,,,O501876,2023-07-05,dealer,10,1431.36,14313.6
,P1012,,,,,,,,,,,,,,,,,,,,,O501877,2025-01-27,online,39,1189.91,46406.49
,P1030,,,,,,,,,,,,,,,,,,,,,O501878,2023-12-12,dealer,1,3357.59,3357.59
,P1054,,,,,,,,,,,,,,,,,,,,,O501879,2023-04-09,online,17,3163.49,53779.33
,P1025,,,,,,,,,,,,,,,,,,,,,O501880,2025-01-28,online,34,1490.94,50691.96
,P1053,,,,,,,,,,,,,,,,,,,,,O501881,2025-07-18,wholesale,61,2519.9,153713.9
,P1009,,,,,,,,,,,,,,,,,,,,,O501882,2024-09-14,dealer,21,4352.85,91409.85
,P1001,,,,,,,,,,,,,,,,,,,,,O501883,2023-12-16,wholesale,52,4780.57,248589.64
,P1016,,,,,,,,,,,,,,,,,,,,,O501885,2024-08-13,dealer,27,1201.73,32446.71
,P1009,,,,,,,,,,,,,,,,,,,,,O501886,2024-07-15,dealer,21,4679.69,98273.49
,P1006,,,,,,,,,,,,,,,,,,,,,O501887,2023-12-13,dealer,17,5173.07,87942.19
,P1058,,,,,,,,,,,,,,,,,,,,,O501888,2023-05-27,dealer,2,4793.86,9587.72
,P1021,,,,,,,,,,,,,,,,,,,,,O501889,2024-05-11,dealer,14,1882.87,26360.18
,P1042,,,,,,,,,,,,,,,,,,,,,O501890,2024-06-23,dealer,21,2280.16,47883.36
,P1038,,,,,,,,,,,,,,,,,,,,,O501891,2025-02-24,wholesale,70,2865.82,200607.4
,P1027,,,,,,,,,,,,,,,,,,,,,O501892,2025-01-22,online,15,3906.09,58591.35
,P1010,,,,,,,,,,,,,,,,,,,,,O501894,2025-10-05,dealer,30,1823.78,54713.4
,P1027,,,,,,,,,,,,,,,,,,,,,O501895,2024-05-27,wholesale,95,3476.95,330310.25
,P1039,,,,,,,,,,,,,,,,,,,,,O501896,2025-06-17,dealer,14,1022.39,14313.46
,P1032,,,,,,,,,,,,,,,,,,,,,O501897,2024-11-18,online,14,914.7,12805.8
,P1029,,,,,,,,,,,,,,,,,,,,,O501898,2025-10-31,dealer,11,5350.34,58853.74
,P1017,,,,,,,,,,,,,,,,,,,,,O501899,2024-07-20,wholesale,30,2373.12,71193.6
,P1048,,,,,,,,,,,,,,,,,,,,,O501900,2025-03-28,wholesale,69,1618.68,111688.92
,P1055,,,,,,,,,,,,,,,,,,,,,O501903,2023-05-03,online,32,3035.68,97141.76
,P1032,,,,,,,,,,,,,,,,,,,,,O501904,2024-08-22,online,30,1035.65,31069.5
,P1003,,,,,,,,,,,,,,,,,,,,,O501906,2024-08-14,online,24,2343.72,56249.28
,P1034,,,,,,,,,,,,,,,,,,,,,O501907,2024-10-16,dealer,27,5130.71,138529.17
,P1010,,,,,,,,,,,,,,,,,,,,,O501908,2025-08-23,wholesale,72,1536.42,110622.24
,P1058,,,,,,,,,,,,,,,,,,,,,O501909,2025-08-03,dealer,12,4339.56,52074.72
,P1020,,,,,,,,,,,,,,,,,,,,,O501910,2023-11-18,online,14,1953.98,27355.72
,P1017,,,,,,,,,,,,,,,,,,,,,O501911,2025-02-02,online,10,2277.55,22775.5
,P1012,,,,,,,,,,,,,,,,,,,,,O501913,2023-08-20,dealer,31,1241.19,38476.89
,P1035,,,,,,,,,,,,,,,,,,,,,O501914,2023-08-29,wholesale,25,1556.26,38906.5
,P1044,,,,,,,,,,,,,,,,,,,,,O501915,2024-09-10,online,22,3505.46,77120.12
,P1040,,,,,,,,,,,,,,,,,,,,,O501916,2023-03-31,online,35,1153.46,40371.1
,P1038,,,,,,,,,,,,,,,,,,,,,O501917,2023-10-23,dealer,21,3126.32,65652.72
,P1055,,,,,,,,,,,,,,,,,,,,,O501918,2024-05-01,dealer,22,3306.97,72753.34
,P1001,,,,,,,,,,,,,,,,,,,,,O501919,2025-10-29,dealer,8,4455.57,35644.56
,P1059,,,,,,,,,,,,,,,,,,,,,O501920,2025-10-29,online,17,3530.6,60020.2
,P1038,,,,,,,,,,,,,,,,,,,,,O501922,2023-10-14,online,11,3347.61,36823.71
,P1049,,,,,,,,,,,,,,,,,,,,,O501923,2023-10-05,dealer,40,1452.92,58116.8
,P1029,,,,,,,,,,,,,,,,,,,,,O501924,2025-04-09,dealer,26,4729.66,122971.16
,P1042,,,,,,,,,,,,,,,,,,,,,O501925,2025-10-09,dealer,27,2132.41,57575.07
,P1011,,,,,,,,,,,,,,,,,,,,,O501926,2025-09-09,online,25,1617.12,40428.0
,P1053,,,,,,,,,,,,,,,,,,,,,O501927,2025-01-12,online,31,2565.29,79523.99
,P1051,,,,,,,,,,,,,,,,,,,,,O501929,2025-08-20,dealer,20,1813.03,36260.6
,P1002,,,,,,,,,,,,,,,,,,,,,O501930,2023-12-01,wholesale,46,4267.96,196326.16
